0,8097,
1,5519,
2,7621,
3,4927,
4,3310,
5,9167,
6,945,
7,9165,
8,3277,
9,8851,
10,9170,
11,8845,
12,1796,
13,7943,
14,9979,
15,5798,
16,3151,
17,7254,
18,5526,
19,2154,
20,6467,
21,7718,
22,8054,
23,9680,
24,5648,
25,5780,
26,3341,
27,1618,
28,9638,
29,3281,
30,1775,
31,4228,
32,8057,
33,3790,
34,1286,
35,4807,
36,7223,
37,2707,
38,3912,
39,6764,
40,4728,
41,2486,
42,4678,
43,4076,
44,6792,
45,5978,
46,1990,
47,8904,
48,7170,
49,4630,
50,6339,
51,8269,
52,6941,
53,1320,
54,2675,
55,7866,
56,1003,
57,4105,
58,1114,
59,6581,
60,3535,
61,7555,
62,2398,
63,9514,
64,8719,
65,9985,
66,9386,
67,2293,
68,1739,
69,1397,
70,4390,
71,2323,
72,2061,
73,3215,
74,855,
75,372,
76,449,
77,4157,
78,4739,
79,2452,
80,7431,
81,1022,
82,2408,
83,7242,
84,822,
85,1068,
86,2077,
87,992,
88,2003,
89,713,
90,2857,
91,2116,
92,6130,
93,7880,
94,131,
95,6606,
96,92,
97,5040,
98,4537,
99,8803,
100,9107,
101,2844,
102,5605,
103,3737,
104,9154,
105,359,
106,3469,
107,5853,
108,2136,
109,8103,
110,5082,
111,4065,
112,9878,
113,1254,
114,6379,
115,4858,
116,2790,
117,7721,
118,4939,
119,8441,
120,2079,
121,5194,
122,3520,
123,9864,
124,4535,
125,8345,
126,3670,
127,4839,
128,1288,
129,3203,
130,9419,
131,6183,
132,8134,
133,8193,
134,8924,
135,2952,
136,4527,
137,1013,
138,3888,
139,1838,
140,5012,
141,7600,
142,3555,
143,4793,
144,7864,
145,8999,
146,3734,
147,2869,
148,7478,
149,8967,
150,9157,
151,254,
152,376,
153,4918,
154,889,
155,1896,
156,9653,
157,9965,
158,927,
159,1439,
160,7130,
161,2035,
162,6776,
163,3323,
164,3117,
165,4443,
166,6002,
167,2566,
168,6878,
169,1121,
170,6312,
171,6688,
172,2190,
173,4896,
174,5446,
175,8034,
176,9380,
177,8472,
178,2784,
179,1762,
180,8846,
181,9422,
182,6306,
183,1591,
184,2373,
185,3333,
186,2810,
187,1790,
188,645,
189,7916,
190,9030,
191,5980,
192,4315,
193,9639,
194,3256,
195,613,
196,9375,
197,1058,
198,6641,
199,4764,
200,4004,
201,8867,
202,5005,
203,7499,
204,8878,
205,864,
206,9723,
207,2309,
208,7059,
209,1665,
210,4672,
211,3531,
212,9109,
213,7863,
214,2716,
215,9964,
216,959,
217,4429,
218,8269,
219,160,
220,462,
221,7070,
222,8787,
223,3159,
224,1410,
225,200,
226,7268,
227,8877,
228,6021,
229,1663,
230,2624,
231,5154,
232,3884,
233,1284,
234,5367,
235,7335,
236,3003,
237,1607,
238,1802,
239,8490,
240,3709,
241,6651,
242,6144,
243,1670,
244,8740,
245,5529,
246,5626,
247,5237,
248,6430,
249,8280,
250,777,
251,8056,
252,313,
253,1996,
254,2990,
255,2792,
256,7160,
257,2908,
258,8354,
259,1517,
260,423,
261,9577,
262,487,
263,3391,
264,1899,
265,8715,
266,7327,
267,764,
268,1822,
269,157,
270,1851,
271,5337,
272,4009,
273,2045,
274,6775,
275,5644,
276,4770,
277,7821,
278,9796,
279,5161,
280,9257,
281,7197,
282,2214,
283,3564,
284,9662,
285,5885,
286,6415,
287,2583,
288,7717,
289,8573,
290,6123,
291,6828,
292,972,
293,2280,
294,4910,
295,9788,
296,5308,
297,6512,
298,9179,
299,6625,
300,2542,
301,8171,
302,951,
303,3962,
304,7280,
305,5311,
306,3437,
307,6421,
308,9720,
309,7066,
310,898,
311,2610,
312,6249,
313,7877,
314,4524,
315,740,
316,4532,
317,2697,
318,4751,
319,7051,
320,1104,
321,243,
322,5784,
323,8449,
324,9853,
325,9716,
326,2557,
327,2546,
328,8773,
329,1644,
330,2052,
331,4191,
332,4468,
333,2536,
334,7700,
335,596,
336,5785,
337,3385,
338,9674,
339,3705,
340,9902,
341,2520,
342,9356,
343,38,
344,7157,
345,2023,
346,787,
347,9610,
348,1971,
349,6713,
350,5668,
351,1374,
352,5522,
353,2580,
354,2607,
355,4917,
356,7505,
357,454,
358,4845,
359,3911,
360,4366,
361,3318,
362,2675,
363,2542,
364,2391,
365,4301,
366,1612,
367,3824,
368,893,
369,7588,
370,8022,
371,1471,
372,2651,
373,5903,
374,6507,
375,6094,
376,6374,
377,4651,
378,8611,
379,5,
380,4516,
381,5748,
382,8824,
383,5846,
384,1042,
385,2490,
386,7466,
387,4576,
388,8161,
389,1061,
390,1332,
391,2323,
392,1568,
393,2358,
394,7839,
395,1190,
396,9360,
397,6976,
398,4181,
399,5654,
400,1380,
401,1479,
402,2153,
403,4128,
404,6327,
405,4792,
406,8437,
407,705,
408,5699,
409,4089,
410,3972,
411,2188,
412,1263,
413,3474,
414,7553,
415,3116,
416,2376,
417,8493,
418,6831,
419,4506,
420,1540,
421,6729,
422,9099,
423,5808,
424,6195,
425,7365,
426,9935,
427,3919,
428,4983,
429,9931,
430,585,
431,2142,
432,6197,
433,235,
434,1339,
435,5892,
436,315,
437,7530,
438,4915,
439,7225,
440,8805,
441,9210,
442,2910,
443,696,
444,9563,
445,6028,
446,4409,
447,951,
448,7182,
449,4115,
450,7240,
451,4986,
452,1155,
453,2347,
454,8906,
455,4741,
456,5310,
457,4714,
458,8653,
459,6016,
460,4355,
461,534,
462,3518,
463,0,
464,3400,
465,4039,
466,2148,
467,4179,
468,9487,
469,8317,
470,462,
471,8588,
472,6771,
473,2197,
474,9833,
475,6033,
476,5025,
477,3705,
478,1158,
479,2241,
480,4986,
481,1734,
482,828,
483,569,
484,7077,
485,2498,
486,7962,
487,7385,
488,6778,
489,2397,
490,7584,
491,1507,
492,1900,
493,311,
494,6590,
495,1059,
496,1223,
497,6387,
498,6748,
499,677,
500,8042,
501,6586,
502,3276,
503,8387,
504,854,
505,5779,
506,9213,
507,2974,
508,9817,
509,9265,
510,6018,
511,4992,
512,9956,
513,8733,
514,9794,
515,7312,
516,9331,
517,3158,
518,5457,
519,7125,
520,6942,
521,6183,
522,7615,
523,382,
524,1995,
525,4952,
526,5392,
527,3969,
528,5303,
529,9623,
530,5676,
531,7506,
532,5669,
533,3160,
534,775,
535,7030,
536,1414,
537,8762,
538,5587,
539,5033,
540,1594,
541,4093,
542,1956,
543,9565,
544,3669,
545,1345,
546,1940,
547,5,
548,37,
549,5536,
550,9801,
551,9697,
552,8483,
553,9615,
554,2468,
555,4138,
556,8344,
557,9840,
558,9195,
559,6336,
560,3154,
561,5564,
562,3994,
563,9361,
564,8616,
565,1327,
566,9589,
567,5581,
568,8986,
569,501,
570,4625,
571,4456,
572,4572,
573,7572,
574,84,
575,1440,
576,2341,
577,3577,
578,3433,
579,6640,
580,4034,
581,2231,
582,5848,
583,8724,
584,7024,
585,2317,
586,1462,
587,5774,
588,2907,
589,7288,
590,2025,
591,4281,
592,2464,
593,3177,
594,5135,
595,1371,
596,3082,
597,3000,
598,32,
599,7456,
600,8747,
601,8121,
602,2064,
603,9460,
604,1224,
605,4942,
606,1802,
607,6753,
608,2363,
609,2749,
610,2201,
611,5019,
612,9955,
613,2771,
614,7672,
615,7416,
616,62,
617,9993,
618,3981,
619,7028,
620,8666,
621,3767,
622,1585,
623,2883,
624,25,
625,902,
626,900,
627,2936,
628,131,
629,858,
630,9934,
631,1190,
632,3280,
633,7600,
634,937,
635,2533,
636,2278,
637,6675,
638,6653,
639,8456,
640,9231,
641,9493,
642,2844,
643,3372,
644,7455,
645,9149,
646,8560,
647,9635,
648,9733,
649,3356,
650,545,
651,1138,
652,6864,
653,981,
654,7563,
655,1272,
656,5572,
657,6028,
658,4847,
659,2192,
660,780,
661,669,
662,809,
663,3208,
664,2578,
665,2689,
666,947,
667,7667,
668,5021,
669,7404,
670,8936,
671,4620,
672,1387,
673,4986,
674,4490,
675,9741,
676,9983,
677,1980,
678,5480,
679,1598,
680,8348,
681,1965,
682,3434,
683,4545,
684,2531,
685,9258,
686,6095,
687,1998,
688,3481,
689,6386,
690,1674,
691,3243,
692,5373,
693,6202,
694,7848,
695,9518,
696,2968,
697,3220,
698,3557,
699,4822,
700,2230,
701,8688,
702,9392,
703,6742,
704,9140,
705,947,
706,1868,
707,2596,
708,6475,
709,9880,
710,152,
711,9105,
712,2860,
713,389,
714,1600,
715,3497,
716,4491,
717,1391,
718,2533,
719,1662,
720,2769,
721,3120,
722,1676,
723,4464,
724,4205,
725,9848,
726,3763,
727,1248,
728,9259,
729,4033,
730,8601,
731,2693,
732,472,
733,1784,
734,5214,
735,366,
736,7445,
737,713,
738,2536,
739,1913,
740,9658,
741,7322,
742,7975,
743,1380,
744,7628,
745,9275,
746,8524,
747,1906,
748,4290,
749,1563,
750,8678,
751,3056,
752,7092,
753,687,
754,5212,
755,200,
756,2437,
757,6463,
758,2178,
759,4646,
760,5363,
761,1585,
762,8742,
763,1481,
764,4572,
765,2107,
766,5578,
767,1692,
768,1428,
769,4323,
770,9655,
771,1942,
772,516,
773,4008,
774,6335,
775,7231,
776,6117,
777,5351,
778,516,
779,6260,
780,5565,
781,1959,
782,8312,
783,8556,
784,7513,
785,8550,
786,2708,
787,1835,
788,2412,
789,599,
790,1469,
791,6615,
792,2599,
793,4572,
794,6708,
795,122,
796,5914,
797,2001,
798,6108,
799,2040,
800,857,
801,8969,
802,1985,
803,2897,
804,9362,
805,6573,
806,1831,
807,585,
808,4734,
809,353,
810,2257,
811,710,
812,1911,
813,7849,
814,8900,
815,122,
816,2505,
817,5021,
818,187,
819,1185,
820,1339,
821,2665,
822,924,
823,877,
824,9696,
825,3304,
826,6362,
827,1824,
828,1369,
829,6274,
830,1645,
831,2313,
832,141,
833,1315,
834,2815,
835,3732,
836,9228,
837,3038,
838,1976,
839,491,
840,1760,
841,2098,
842,1260,
843,9217,
844,709,
845,2507,
846,2659,
847,3137,
848,2411,
849,1724,
850,2041,
851,4338,
852,842,
853,6604,
854,7351,
855,1806,
856,7253,
857,5871,
858,8866,
859,2995,
860,1601,
861,1127,
862,3475,
863,4073,
864,5560,
865,2410,
866,6567,
867,437,
868,1401,
869,3893,
870,4568,
871,1117,
872,8419,
873,1713,
874,5099,
875,8941,
876,8674,
877,597,
878,2715,
879,2570,
880,4984,
881,8060,
882,2726,
883,8885,
884,176,
885,6681,
886,8470,
887,595,
888,3279,
889,904,
890,979,
891,4314,
892,8299,
893,2455,
894,4871,
895,1230,
896,1873,
897,8309,
898,499,
899,6669,
900,2034,
901,3785,
902,2784,
903,8983,
904,2270,
905,8102,
906,6952,
907,8546,
908,2468,
909,9245,
910,6949,
911,8509,
912,919,
913,6740,
914,6762,
915,5620,
916,1317,
917,7926,
918,3986,
919,1859,
920,5957,
921,348,
922,9525,
923,5198,
924,8639,
925,314,
926,2786,
927,49,
928,4641,
929,5612,
930,4697,
931,3123,
932,1694,
933,9826,
934,88,
935,1265,
936,1049,
937,6250,
938,2825,
939,5432,
940,8083,
941,6973,
942,9690,
943,8930,
944,4482,
945,3789,
946,7037,
947,2373,
948,4498,
949,6766,
950,49,
951,9800,
952,5344,
953,2225,
954,2465,
955,1032,
956,1892,
957,7225,
958,1691,
959,1914,
960,5135,
961,7000,
962,9315,
963,4769,
964,278,
965,4985,
966,8089,
967,4722,
968,2670,
969,1684,
970,1560,
971,8502,
972,1464,
973,1997,
974,1713,
975,4161,
976,8414,
977,5773,
978,9272,
979,2945,
980,3743,
981,3782,
982,4796,
983,6504,
984,6135,
985,9569,
986,9517,
987,8701,
988,4515,
989,9867,
990,1433,
991,8864,
992,9268,
993,8463,
994,104,
995,4237,
996,1474,
997,2997,
998,5913,
999,8467,
1000,1378,
1001,3244,
1002,364,
1003,5398,
1004,3419,
1005,2227,
1006,5777,
1007,6881,
1008,9029,
1009,5343,
1010,6481,
1011,2640,
1012,9635,
1013,2024,
1014,44,
1015,3644,
1016,3203,
1017,4260,
1018,7074,
1019,2136,
1020,5060,
1021,1848,
1022,9382,
1023,9756,
1024,4823,
1025,3772,
1026,8416,
1027,3968,
1028,4457,
1029,8990,
1030,3601,
1031,5036,
1032,7136,
1033,314,
1034,3741,
1035,5262,
1036,7475,
1037,9737,
1038,1092,
1039,7659,
1040,8351,
1041,2920,
1042,2817,
1043,2729,
1044,2711,
1045,8699,
1046,6823,
1047,780,
1048,6060,
1049,8721,
1050,6056,
1051,160,
1052,334,
1053,3704,
1054,9353,
1055,4103,
1056,2529,
1057,4,
1058,8434,
1059,2370,
1060,2195,
1061,9485,
1062,5946,
1063,1013,
1064,9005,
1065,8359,
1066,9027,
1067,5975,
1068,8185,
1069,3527,
